ÁREA;REGIONAL;RESPONSÁVEL;MACRO PROCESSO;INDICADOR;UNID.;POLARIDADE;FÓRMULA DE CÁLCULO;MÊS;META;REAL
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mar/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mar/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mar/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mar/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mar/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;mar/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;mar/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;mar/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;mar/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;mar/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;mar/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;mar/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;mar/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;mar/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;mar/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;mar/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;mar/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;mar/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;mar/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;mar/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;mar/26;;
SAÚDE OCUPACIONAL;NORTE;ESPAÇO CUIDAR;"GESTÃO AMBULATORIAL
(OBJETIVO DA QUALIDADE)";PESQUISA DE SATISFAÇÃO ESPAÇO CUIDAR;%;MAIOR MELHOR;RESULTADO DA PESQUISA;mar/26;;
SAÚDE OCUPACIONAL;NORTE;ESPAÇO CUIDAR;GESTÃO  COMISSÕES;ACOMPANHAMENTO DAS COMISSÕES;%;MAIOR MELHOR;(QUANTIDADE DE OBRIGAÇÕES DAS COMISSÕES EXECUTADAS / QUANTIDADE TOTAL DE OBRIGAÇÕES DAS COMISSÕES) * 100;mar/26;;
SAÚDE OCUPACIONAL;NORTE;ESPAÇO CUIDAR;GESTÃO  NOTIFICAÇÕES;ACOMPANHAMENTO DAS NOTIFICAÇÕES;%;MAIOR MELHOR;(QUANTIDADE DE NOTIFICAÇÕES/30);mar/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS MUDANÇA DE RISCO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE MUDANÇA DE RISCO REALIZADOS / QUANTIDADE DE PESSOAS QUE TIVERAM MUDANÇA DE RISCO) * 100;abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;GESTÃO DE EXAMES OCUPACIONAIS ;ADERÊNCIA A ASOS DEMISSIONAL;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DEMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS DEMITIDAS) * 100;abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;GESTÃO DE IMUNIZAÇÃO;ATUALIZAÇÃO VACINAL;%;MAIOR MELHOR;;abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;abr/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;abr/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;abr/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;GESTÃO  GESTAÇÃO;GESTANTE EM ATIVIDADES SALUBRE;%;MAIOR MELHOR;(QUANTIDADE DE GESTANTE EM ATIVIDADES SALUBRE / QUANTIDADE TOTAL DE GESTANTE) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;ESPAÇO CUIDAR;"GESTÃO AMBULATORIAL
(OBJETIVO DA QUALIDADE)";PESQUISA DE SATISFAÇÃO ESPAÇO CUIDAR;%;MAIOR MELHOR;RESULTADO DA PESQUISA;abr/26;;
SAÚDE OCUPACIONAL;NORTE;ESPAÇO CUIDAR;GESTÃO  COMISSÕES;ACOMPANHAMENTO DAS COMISSÕES;%;MAIOR MELHOR;(QUANTIDADE DE OBRIGAÇÕES DAS COMISSÕES EXECUTADAS / QUANTIDADE TOTAL DE OBRIGAÇÕES DAS COMISSÕES) * 100;abr/26;;
SAÚDE OCUPACIONAL;NORTE;ESPAÇO CUIDAR;GESTÃO  NOTIFICAÇÕES;ACOMPANHAMENTO DAS NOTIFICAÇÕES;%;MAIOR MELHOR;(QUANTIDADE DE NOTIFICAÇÕES/30);abr/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;mai/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;mai/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;mai/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;mai/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS PERIODICOS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS PREVISTOS / QUANTIDADE DE ASOS REALIZADOS) * 100;mai/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mai/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mai/26;;
SAÚDE OCUPACIONAL;LESTE;ALANA  RODRIGUES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mai/26;;
SAÚDE OCUPACIONAL;CENTRO;JULIANA CASTRO;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mai/26;;
SAÚDE OCUPACIONAL;SUL;JONATHAN ALVES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS ADMISSIONAIS;%;MAIOR MELHOR;(QUANTIDADE DE ASOS ADMISSIONAIS REALIZADOS / QUANTIDADE DE PESSOAS ADMITIDAS) * 100;mai/26;;
SAÚDE OCUPACIONAL;CONSOLIDADO;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mai/26;;
SAÚDE OCUPACIONAL;NORTE;FABÍOLA BORGES;"GESTÃO DE EXAMES OCUPACIONAIS 
(OBJETIVO DA QUALIDADE)";ADERÊNCIA A ASOS RETORNO AO TRABALHO;%;MAIOR MELHOR;(QUANTIDADE DE ASOS DE RETORNO REALIZADOS / QUANTIDADE DE PESSOAS AFASTADAS POR MAIS DE 30 DIAS QUE RETORNARAM) * 100;mai/26;;
